,Unnamed: 0,restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,salad,meat_type,PC1,PC2
55,56,Mcdonalds,Premium Southwest Salad w/ Grilled Chicken,350,100,12,4.5,0.0,110,1070,27,6.0,9,37.0,180.0,50.0,20.0,Other,white,0.15901273638153665,0.5452189112690311
56,57,Mcdonalds,Premium Southwest Salad w/ Crispy Chicken,520,230,25,6.0,0.0,75,960,46,8.0,9,28.0,180.0,40.0,20.0,Other,white,0.19152970444541428,0.5677727239692131
57,58,Chick Fil-A,Chargrilled Chicken Club Sandwich,430,144,16,8.0,0.0,85,1120,37,3.0,7,37.0,30.0,40.0,25.0,Other,white,0.18401243531312136,0.4833416728363682
58,59,Chick Fil-A,Chargrilled Chicken Sandwich,310,54,6,2.0,0.0,55,820,36,3.0,7,29.0,25.0,40.0,10.0,Other,white,0.11531026363830518,0.49117748851747006
59,60,Chick Fil-A,Chick-n-Slider,270,99,11,2.5,0.0,45,800,26,1.0,4,16.0,,0.0,2.0,Other,white,0.095866880995669,0.40779316124325854
60,61,Chick Fil-A,1 Piece Chick-n-Strips,120,54,6,3.0,0.0,25,320,6,0.0,1,11.0,0.0,0.0,2.0,Other,white,0.04266332258815253,0.3668680516645502
61,62,Chick Fil-A,2 Piece Chick-n-Strips,230,108,12,3.0,0.0,55,630,13,1.0,1,22.0,0.0,2.0,4.0,Other,white,0.09164064234183833,0.38307254359096393
62,63,Chick Fil-A,3 Piece Chick-n-Strips,350,153,17,3.0,0.0,70,940,22,1.0,3,28.0,2.0,2.0,6.0,Other,white,0.13294334501006627,0.39791868597080915
63,64,Chick Fil-A,4 piece Chick-n-Strips,470,207,23,3.0,0.0,90,1250,29,1.0,4,37.0,2.0,4.0,8.0,Other,white,0.17816621462174972,0.40773237542819624
64,65,Chick Fil-A,Chicken Deluxe,500,207,23,7.0,0.0,75,1590,42,3.0,6,31.0,30.0,10.0,20.0,Other,white,0.2013288405436365,0.46455748025113464
65,66,Chick Fil-A,4 piece Chicken Nuggets,130,54,6,1.5,0.0,40,490,5,1.0,0,14.0,0.0,2.0,2.0,Other,white,0.049556056259529135,0.37870490994695105
66,67,Chick Fil-A,6 piece Chicken Nuggets,190,81,9,1.5,0.0,55,730,7,1.0,0,21.0,0.0,4.0,2.0,Other,white,0.0760878401875053,0.3814409768221735
67,68,Chick Fil-A,8 piece Chicken Nuggets,260,110,12,3.0,0.0,70,990,9,1.0,1,28.0,0.0,2.0,4.0,Other,white,0.10956193929774921,0.38248018244311377
68,69,Chick Fil-A,12 piece Chicken Nuggets,390,162,18,1.5,0.0,115,1460,14,2.0,1,41.0,0.0,8.0,4.0,Other,white,0.16374654369725905,0.4014752966808508
69,70,Chick Fil-A,30 piece Chicken Nuggets,970,414,46,2.5,0.0,285,3660,35,4.0,1,103.0,,20.0,10.0,Other,white,0.42422507625297834,0.44225140217492653
70,71,Chick Fil-A,Chicken Salad Sandwich,490,170,19,3.0,0.0,80,1130,55,5.0,12,28.0,35.0,8.0,15.0,Other,white,0.18572596506713893,0.5135179278690956
71,72,Chick Fil-A,Chicken Sandwich,440,171,19,4.0,0.0,60,1350,40,2.0,5,28.0,2.0,4.0,15.0,Other,white,0.1666728133611549,0.44452687002999786
72,73,Chick Fil-A,4 Piece Grilled Chicken Nuggets,70,18,2,1.0,0.0,35,220,1,0.0,0,13.0,0.0,6.0,0.0,Other,white,0.02473677355549378,0.3665171412172292
73,74,Chick Fil-A,6 Piece Grilled Chicken Nuggets,110,27,3,1.0,0.0,50,330,2,0.0,0,19.0,0.0,8.0,0.0,Other,white,0.04179743570633701,0.3679584744421841
74,75,Chick Fil-A,8 piece Grilled Chicken Nuggets,140,36,4,1.0,0.0,70,440,2,0.0,0,25.0,0.0,10.0,2.0,Other,white,0.05961125425559596,0.3688239240164487
75,76,Chick Fil-A,12 Piece Grilled Chicken Nuggets,210,45,5,1.0,0.0,100,670,3,0.0,1,38.0,0.0,20.0,2.0,Other,white,0.0931627390056035,0.37867782151834506
76,77,Chick Fil-A,Spicy Grilled Chicken Sub Sandwich,430,108,12,4.5,0.0,85,1310,47,5.0,9,33.0,,25.0,25.0,Other,white,0.17885266423242607,0.5184813888652768
77,78,Chick Fil-A,Regular Grilled Chicken Sub Sandwich,450,117,13,6.0,0.0,75,1000,48,4.0,10,34.0,,50.0,25.0,Other,white,0.1747212701767744,0.533503171498465
78,79,Chick Fil-A,Smokehouse BBQ Bacon Sandwich,500,162,18,0.0,0.0,95,1200,46,2.0,10,33.0,45.0,40.0,20.0,Other,red,0.1777375399644699,0.5023440922037169
79,80,Chick Fil-A,Spicy Chicken Sandwich,450,171,19,4.0,0.0,60,1620,41,1.0,5,29.0,4.0,2.0,15.0,Other,white,0.17346253307585485,0.43799329971195133
80,81,Chick Fil-A,Spicy Deluxe,540,225,25,8.0,0.0,80,1760,43,2.0,6,34.0,30.0,10.0,30.0,Other,other,0.22038391814967975,0.4604921649786931
81,82,Chick Fil-A,Chargrilled Chicken Cool Wrap,350,126,14,5.0,0.0,60,960,29,15.0,3,37.0,60.0,35.0,35.0,Other,white,0.16417618242036175,0.6102157645539003
82,83,Chick Fil-A,Chicken Enchiladas Meal Kit,860,423,47,16.0,1.0,100,2520,70,,8,39.0,,,,Other,white,0.3634839145545806,0.4712778128015473
83,84,Chick Fil-A,Chicken Parmesan Meal Kit,720,279,31,15.0,0.0,120,1780,65,,7,48.0,,,,Other,white,0.2982925881411548,0.4693869105486767
84,85,Sonic,Hatch Green Chile Cheeseburger,710,380,43,17.0,2.0,120,1120,44,2.0,7,35.0,10.0,25.0,30.0,Other,red,0.31782614810598375,0.37950839192901076
85,86,Sonic,Jalapeno Burger,640,330,37,14.0,2.0,100,930,42,2.0,6,31.0,4.0,2.0,20.0,Other,red,0.2765495608367776,0.36097641930687496
86,87,Sonic,Jr. Burger,340,150,17,6.0,1.0,35,640,34,1.0,6,15.0,2.0,4.0,6.0,Other,red,0.1359649879880397,0.39237517562696966
87,88,Sonic,Jr. Chili Cheeseburger,410,220,24,9.0,0.5,55,730,32,1.0,4,20.0,7.0,1.0,15.0,Other,red,0.16545714677110435,0.3870372373831753
88,89,Sonic,Jr. Deluxe Burger,380,200,23,6.0,1.0,40,470,32,1.0,4,15.0,2.0,4.0,6.0,Other,red,0.14362729780093642,0.37685010564151405
89,90,Sonic,Jr. Deluxe Cheeseburger,450,250,28,9.0,1.0,60,800,33,1.0,4,19.0,6.0,4.0,15.0,Other,red,0.18508501624995446,0.37643358240474656
90,91,Sonic,Jr. Double Cheeseburger,600,350,38,16.0,2.0,110,1350,35,1.0,7,31.0,15.0,4.0,25.0,Other,red,0.29165637475176154,0.35118663503124364
91,92,Sonic,Sonic Bacon Cheeseburger (w/mayo),870,530,59,20.0,2.0,140,1350,45,2.0,7,39.0,10.0,8.0,30.0,Other,red,0.38173579396907,0.3482764595835084
92,93,Sonic,Sonic Burger W/ Mustard,640,330,37,14.0,2.0,100,790,43,2.0,7,31.0,6.0,8.0,20.0,Other,red,0.2750946653028103,0.36715969294617096
93,94,Sonic,Sonic Burger W/ Ketchup,650,340,37,14.0,2.0,100,860,46,2.0,10,32.0,8.0,10.0,20.0,Other,red,0.28453753639395646,0.38013850694792445
94,95,Sonic,Sonic Burger W/ Mayonnaise,740,430,48,15.0,2.0,110,760,44,2.0,7,31.0,6.0,8.0,20.0,Other,red,0.3077664240646042,0.3544554536519663
95,96,Sonic,Sonic Cheeseburger W/ Mustard,710,380,43,17.0,2.0,120,1120,43,2.0,7,35.0,10.0,8.0,30.0,Other,red,0.31732917119066106,0.36596498181517223
96,97,Sonic,Sonic Cheeseburger W/ Ketchup,720,380,43,17.0,2.0,120,1190,47,2.0,10,35.0,15.0,10.0,30.0,Other,red,0.3250780571681158,0.38096050961144384
97,98,Sonic,Sonic Cheeseburger W/ Mayonnaise,800,480,54,18.0,2.0,130,1090,44,2.0,7,35.0,10.0,8.0,30.0,Other,red,0.3493444852637144,0.35312634210705934
98,99,Sonic,Super Sonic Bacon Double Cheeseburger (w/mayo),1280,830,92,36.0,4.0,260,1630,44,2.0,7,67.0,15.0,6.0,40.0,Other,red,0.608519632418284,0.23722033688403216
99,100,Sonic,Super Sonic Double Cheeseburger W/ Mustard,1120,680,76,32.0,4.0,235,1550,44,2.0,8,63.0,15.0,8.0,40.0,Other,red,0.5459072549165825,0.26595791398729
100,101,Sonic,Super Sonic Double Cheeseburger W/ Ketchup,1130,680,76,32.0,4.0,235,1620,47,2.0,11,63.0,20.0,10.0,40.0,Other,red,0.5531832708251859,0.2799503956408468
101,102,Sonic,Super Sonic Double Cheeseburger W/ Mayo,1220,780,87,34.0,4.0,245,1520,45,2.0,8,63.0,15.0,8.0,40.0,Other,red,0.5810818100630307,0.2512670850923483
102,103,Sonic,Super Sonic Jalapeno Double Cheeseburger,1120,680,76,32.0,4.0,235,1690,43,2.0,7,63.0,15.0,2.0,40.0,Other,red,0.5472561935973301,0.26012209765325306
103,104,Sonic,Veggie Burger W/ Ketchup,450,130,14,4.0,0.0,10,1410,67,5.0,11,15.0,6.0,8.0,25.0,Other,red,0.16106676050424157,0.5427310932236769
104,105,Sonic,Veggie Burger With Mustard,450,130,14,4.0,0.0,10,1350,64,5.0,8,15.0,6.0,8.0,27.0,Other,red,0.15498697648401594,0.5327901549167665
105,106,Sonic,Veggie Burger W/ Mustard,450,130,14,4.0,0.0,10,1300,64,5.0,8,15.0,6.0,8.0,25.0,Other,red,0.1532909317658667,0.5306223240644145
106,107,Sonic,Grilled Asiago Caesar Chicken Club Sandwich,610,270,30,7.0,0.0,110,1570,44,3.0,8,40.0,11.0,20.0,16.0,Other,white,0.242565791526842,0.4615566133529256
107,108,Sonic,Crispy Asiago Caesar Chicken Club Sandwich,680,350,39,9.0,0.0,80,1120,53,4.0,7,31.0,11.0,7.0,16.0,Other,white,0.24707288001500122,0.4552214627741447
108,109,Sonic,Grilled Chicken Sandwich,430,180,20,4.0,0.0,80,940,33,2.0,6,28.0,6.0,8.0,10.0,Other,white,0.16032190033877092,0.4294112853379055
109,110,Sonic,Crispy Chicken Sandwich,570,300,33,5.0,0.0,45,1060,47,4.0,6,23.0,6.0,8.0,10.0,Other,white,0.19512714539668144,0.4591318343232414
110,111,Sonic,Chicken Strip Sandwich,450,220,24,4.0,0.0,35,740,43,1.0,4,19.0,0.0,0.0,4.0,Other,white,0.14450357811765263,0.41298414451964477
111,112,Sonic,3 Piece Crispy Chicken Tender Dinner,280,130,14,2.5,0.0,0,800,16,0.0,0,22.0,,,,Other,white,0.08618257389503448,0.3852765530832499
112,113,Sonic,5 Piece Crispy Chicken Tender Dinner,470,220,24,4.5,0.0,0,1340,26,0.0,0,37.0,,,,Other,white,0.15449809858531086,0.39300476646435806
113,114,Sonic,Deluxe Ultimate Chicken Sandwich,740,350,39,8.0,0.0,90,1550,63,4.0,12,33.0,10.0,8.0,15.0,Other,white,0.27361084198099084,0.4851252601002792
114,115,Sonic,Buffalo Dunked Ultimate Chicken Sandwich,1000,550,61,12.0,0.5,125,4520,70,5.0,12,23.0,,,,Other,white,0.4264148443124863,0.5272627437715974
115,116,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,1350,900,100,17.0,0.0,190,2180,69,4.0,10,23.0,,,,Other,white,0.49288929262869485,0.45173623172605315
116,117,Sonic,Small Jumbo Popcorn Chicken,380,190,22,4.0,0.0,45,1250,27,3.0,1,18.0,0.0,0.0,2.0,Other,white,0.13824440714449598,0.41677117787233225
117,118,Sonic,Large Jumbo Popcorn Chicken,560,290,32,6.0,1.0,65,1890,41,5.0,2,27.0,0.0,0.0,4.0,Other,white,0.2292855364211187,0.42922841826113717
118,119,Sonic,Small Spicy Jumbo Popcorn Chicken,350,150,17,3.0,0.0,45,860,30,2.0,0,21.0,10.0,0.0,2.0,Other,white,0.11721288145183695,0.40902864537926376
119,120,Sonic,Large Spicy Jumbo Popcorn Chicken,610,270,30,5.0,0.0,80,1500,51,3.0,0,36.0,17.0,0.0,3.0,Other,white,0.2131997741535971,0.43357034890366103
120,121,Sonic,3 Piece Super Crunch Chicken Strip Dinner,970,410,46,8.0,1.0,55,2160,109,7.0,9,30.0,1.0,6.0,13.0,Other,white,0.33990149582995544,0.5410956717041339
121,122,Sonic,4 Piece Super Crunch Chicken Strip Dinner,1080,460,51,9.0,1.0,75,2390,118,8.0,9,37.0,1.0,7.0,13.0,Other,white,0.3821848854650118,0.5561599907128013
122,123,Sonic,5 Piece Super Crunch Chicken Strip Dinner,1190,510,57,10.0,1.0,90,2610,126,8.0,9,44.0,2.0,8.0,14.0,Other,white,0.4224526052401815,0.5607162961168428
123,124,Sonic,3 Piece Super Crunch Chicken Strips,330,140,16,3.0,0.0,55,670,25,2.0,0,22.0,1.0,2.0,1.0,Other,white,0.11100878197817612,0.39949482332902797
124,125,Sonic,4 Piece Super Crunch Chicken Strips,440,190,21,4.0,0.0,70,900,34,2.0,1,29.0,1.0,2.0,1.0,Other,white,0.15207421321190595,0.4065546843357935
125,126,Sonic,5 Piece Super Crunch Chicken Strips,550,240,26,5.0,0.0,90,1120,42,3.0,1,36.0,1.0,3.0,2.0,Other,white,0.193950328837769,0.4211795380224489
126,127,Sonic,Traditional Ultimate Chicken Sandwich,730,350,39,8.0,0.0,90,1540,62,3.0,11,32.0,4.0,2.0,15.0,Other,white,0.2691111126645281,0.46520417278306386
127,128,Sonic,Ultimate Chicken Club,100,580,64,15.0,0.5,100,2070,65,4.0,12,39.0,15.0,8.0,30.0,Other,white,0.33001491960617574,0.4469458982711038
128,129,Sonic,"All Beef All-american Style Dog – 6""",370,160,18,7.0,0.0,40,1180,40,1.0,15,12.0,2.0,4.0,8.0,Other,red,0.15307609092752228,0.4479532035958232
129,130,Sonic,"All Beef Chicago Dog – 6""",430,180,20,7.0,0.0,40,2310,49,1.0,17,14.0,4.0,6.0,10.0,Other,red,0.19554259199801,0.48085013872091303
130,131,Sonic,"All Beef Chili Cheese Coney – 6""",410,230,26,11.0,0.0,65,1140,30,2.0,4,17.0,10.0,2.0,20.0,Other,red,0.17642197048925254,0.4098470293234995
131,132,Sonic,"All Beef New York Dog – 6""",340,170,19,7.0,0.0,40,1250,30,3.0,4,13.0,2.0,10.0,8.0,Other,red,0.1390500788207662,0.43587291411358364
132,133,Sonic,"All Beef Regular Hot Dog – 6""",320,160,18,7.0,0.0,40,870,27,1.0,3,11.0,0.0,2.0,8.0,Other,red,0.12028186994898815,0.3978922828224038
133,134,Sonic,Cheesy Bacon Pretzel Dog - 6 In.,500,240,26,10.0,0.0,50,1410,46,2.0,7,15.0,1.0,3.0,8.0,Other,red,0.1895957093377859,0.4331116980061139
134,135,Sonic,Corn Dog,210,100,11,4.0,0.0,20,530,23,2.0,4,6.0,0.0,0.0,4.0,Other,red,0.07436939081551869,0.41196739469931987
135,136,Sonic,Footlong Quarter Pound Coney,830,490,54,22.0,1.0,85,1940,54,3.0,9,30.0,15.0,4.0,30.0,Other,red,0.3581602249056283,0.41005544440828035
136,137,Sonic,The Original Pretzel Dog,320,160,18,7.0,0.0,35,910,27,1.0,2,11.0,0.0,0.0,4.0,Other,red,0.11741308316729049,0.39253745759767944
137,138,Arbys,Arby's Melt,330,100,11,4.0,0.0,30,920,40,2.0,5,18.0,2.0,0.0,8.0,Other,other,0.11530341344844462,0.4411167560586417
138,139,Arbys,Arby-Q Sandwich,400,90,10,3.0,0.0,30,1230,58,3.0,23,18.0,4.0,10.0,10.0,Other,red,0.15590136314732314,0.5323004196511447
139,140,Arbys,Beef 'n Cheddar Classic,450,180,20,6.0,1.0,50,1280,45,2.0,9,23.0,2.0,2.0,15.0,Other,red,0.1879473387991628,0.4321937380146306
140,141,Arbys,Beef 'n Cheddar Mid,630,290,32,11.0,1.5,100,2100,48,2.0,9,39.0,2.0,2.0,15.0,Other,red,0.29092504656602514,0.40959627574241664
141,142,Arbys,Bourbon BBQ Brisket Sandwich,650,300,33,12.0,1.0,105,1460,51,2.0,15,38.0,,,,Other,red,0.28516538209962106,0.43646715232825833
142,143,Arbys,Bourbon BBQ Chicken Sandwich,690,280,31,9.0,0.0,90,1990,66,3.0,16,38.0,,,,Other,white,0.30783731886624677,0.5777061929336124
143,144,Arbys,Bourbon BBQ Steak Sandwich,690,280,31,9.0,0.0,90,1990,66,3.0,16,38.0,,,,Other,red,0.30783731886624677,0.5777061929336124
144,145,Arbys,Buttermilk Buffalo Chicken Sandwich,540,220,24,4.5,0.0,60,2110,53,2.0,6,29.0,,,,Other,white,0.21086384654004844,0.47755735520420733
145,146,Arbys,Buttermilk Chicken Bacon & Swiss,650,280,31,9.0,0.0,90,1750,56,2.0,9,39.0,,,,Other,white,0.25680575537651035,0.46416968606198267
146,147,Arbys,Buttermilk Chicken Cordon Bleu Sandwich,690,310,35,10.0,0.0,110,2000,53,1.0,7,41.0,,,,Other,white,0.2790341297935264,0.4496477628389701
